,year,month,sales,iso_alpha,consumer_price,populations,gdp
5024,2020,11,2291634,CHN,129.15675446548465,1412150000.0,17298340284510.332
5085,2020,12,2361469,CHN,129.26148555147083,1412255000.0,17559399896681.266
5147,2021,1,2020258,CHN,129.366216637457,1412360000.0,17820459508852.2
5208,2021,2,1151077,CHN,131.7484494325585,1412344583.3333333,17832352173048.29
5267,2021,3,1866799,CHN,134.13068222766,1412329166.6666667,17844244837244.383
5327,2021,4,1691888,CHN,136.5129150227615,1412313750.0,17856137501440.477
5387,2021,5,1635591,CHN,138.89514781786298,1412298333.3333333,17868030165636.566
5447,2021,6,1550420,CHN,141.2773806129645,1412282916.6666667,17879922829832.656
5507,2021,7,1535524,CHN,143.65961340806598,1412267500.0,17891815494028.75
5564,2021,8,1544561,CHN,146.04184620316747,1412252083.3333333,17903708158224.844
5620,2021,9,1751984,CHN,148.42407899826898,1412236666.6666667,17915600822420.934
5677,2021,10,2016849,CHN,150.80631179337047,1412221250.0,17927493486617.023
5733,2021,11,2204864,CHN,153.18854458847196,1412205833.3333333,17939386150813.117
5789,2021,12,2401230,CHN,155.57077738357347,1412190416.6666667,17951278815009.21
5845,2022,1,2160930,CHN,157.95301017867496,1412175000.0,17963171479205.3
5903,2022,2,1472444,CHN,158.1979077674035,1320919990.5610292,16791050175439.902
5961,2022,3,1850833,CHN,158.44280535613203,1229664981.1220584,15618928871674.506
6020,2022,4,958599,CHN,158.68770294486058,1138409971.6830878,14446807567909.11
6077,2022,5,1343185,CHN,158.93260053358912,1047154962.244117,13274686264143.71
6135,2022,6,1950351,CHN,159.17749812231764,955899952.8051462,12102564960378.312
6193,2022,7,1824871,CHN,159.4223957110462,864644943.3661754,10930443656612.916
6249,2022,8,2218290,CHN,159.66729329977474,773389933.9272047,9758322352847.52
6250,2022,8,1874352,CHN,159.91219088850326,682134924.4882339,8586201049082.121
6306,2022,9,2423895,CHN,160.1570884772318,590879915.0492631,7414079745316.723
6307,2022,9,1907370,CHN,160.40198606596036,499624905.61029243,6241958441551.326
6363,2022,10,2325187,CHN,160.64688365468888,408369896.17132163,5069837137785.93
6364,2022,10,1851925,CHN,160.89178124341743,317114886.7323508,3897715834020.5312
6420,2022,11,1656878,CHN,161.13667883214598,225859877.29338002,2725594530255.133
6476,2022,12,2166076,CHN,161.3815764208745,134604867.85440946,1553473226489.7363
6531,2023,1,1294060,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6587,2023,2,1406292,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6643,2023,3,1605604,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6699,2023,4,1631659,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6754,2023,5,1745712,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6809,2023,6,1900199,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6864,2023,7,1771912,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6918,2023,8,1920308,CHN,161.62647400960304,43349858.41543853,381351922724.3379
6971,2023,9,2015396,CHN,161.62647400960304,43349858.41543853,381351922724.3379
35,2014,1,17236,COL,111.999775887943,46677947.0,381240864422.407
90,2014,2,20336,COL,112.46549253083484,46714762.083333336,373928489906.27673
151,2014,3,20738,COL,112.93120917372667,46751577.166666664,366616115390.1465
208,2014,4,22729,COL,113.3969258166185,46788392.25,359303740874.01624
267,2014,5,23391,COL,113.86264245951034,46825207.333333336,351991366357.886
327,2014,6,20424,COL,114.32835910240217,46862022.416666664,344678991841.75574
383,2014,7,24065,COL,114.79407574529401,46898837.5,337366617325.6255
440,2014,8,24575,COL,115.25979238818583,46935652.583333336,330054242809.49524
500,2014,9,26601,COL,115.72550903107766,46972467.666666664,322741868293.365
559,2014,10,28099,COL,116.1912256739695,47009282.75,315429493777.23474
620,2014,11,23548,COL,116.65694231686133,47046097.833333336,308117119261.1045
671,2014,12,36607,COL,117.12265895975317,47082912.916666664,300804744744.97424
741,2015,1,19528,COL,117.588375602645,47119728.0,293492370228.844
800,2015,2,21040,COL,118.32462192390724,47161913.583333336,292594681066.95935
863,2015,3,22866,COL,119.0608682451695,47204099.166666664,291696991905.07465
922,2015,4,20358,COL,119.79711456643176,47246284.75,290799302743.19
983,2015,5,20721,COL,120.533360887694,47288470.333333336,289901613581.30536
1048,2015,6,21054,COL,121.26960720895624,47330655.916666664,289003924419.42065
1104,2015,7,24927,COL,122.0058535302185,47372841.5,288106235257.536
1161,2015,8,25377,COL,122.74209985148076,47415027.083333336,287208546095.65137
1227,2015,9,19948,COL,123.478346172743,47457212.666666664,286310856933.76666
1288,2015,10,21182,COL,124.21459249400525,47499398.25,285413167771.882
1352,2015,11,19959,COL,124.9508388152675,47541583.833333336,284515478609.9974
1407,2015,12,27813,COL,125.68708513652976,47583769.416666664,283617789448.1127
1477,2016,1,15894,COL,126.423331457792,47625955.0,282720100286.228
1532,2016,2,21330,COL,126.87785633687217,47686431.333333336,285148998190.3405
1598,2016,3,18887,COL,127.33238121595234,47746907.666666664,287577896094.453
1657,2016,4,19292,COL,127.7869060950325,47807384.0,290006793998.56555
1720,2016,5,18316,COL,128.24143097411266,47867860.333333336,292435691902.67804
1780,2016,6,19369,COL,128.69595585319283,47928336.666666664,294864589806.7905
1843,2016,7,16718,COL,129.150480732273,47988813.0,297293487710.903
1898,2016,8,22015,COL,129.60500561135316,48049289.333333336,299722385615.0155
1961,2016,9,21017,COL,130.05953049043333,48109765.666666664,302151283519.128
2022,2016,10,18875,COL,130.5140553695135,48170242.0,304580181423.2405
2081,2016,11,21881,COL,130.96858024859367,48230718.333333336,307009079327.353
2138,2016,12,33116,COL,131.42310512767384,48291194.666666664,309437977231.4655
2209,2017,1,17040,COL,131.877630006754,48351671.0,311866875135.578
2271,2017,2,17850,COL,132.2337621759385,48428778.5,313727820382.6731
2335,2017,3,20918,COL,132.589894345123,48505886.0,315588765629.7682
2397,2017,4,16708,COL,132.9460265143075,48582993.5,317449710876.8633
2460,2017,5,19686,COL,133.302158683492,48660101.0,319310656123.9583
2522,2017,6,19628,COL,133.65829085267652,48737208.5,321171601371.0534
2585,2017,7,18482,COL,134.014423021861,48814316.0,323032546618.1485
2644,2017,8,20114,COL,134.3705551910455,48891423.5,324893491865.2436
2705,2017,9,19154,COL,134.72668736023002,48968531.0,326754437112.3387
2770,2017,10,19512,COL,135.0828195294145,49045638.5,328615382359.4337
2831,2017,11,20875,COL,135.438951698599,49122746.0,330476327606.5288
2887,2017,12,25044,COL,135.79508386778352,49199853.5,332337272853.6239
2957,2018,1,16223,COL,136.151216036968,49276961.0,334198218100.719
3017,2018,2,18054,COL,136.55093550825902,49352831.416666664,333267675026.55615
3081,2018,3,19463,COL,136.95065497955,49428701.833333336,332337131952.3933
3140,2018,4,20097,COL,137.350374450841,49504572.25,331406588878.23047
3205,2018,5,20356,COL,137.750093922132,49580442.666666664,330476045804.0677
3269,2018,6,18176,COL,138.14981339342302,49656313.083333336,329545502729.90485
3327,2018,7,19215,COL,138.54953286471402,49732183.5,328614959655.742
3386,2018,8,21144,COL,138.949252336005,49808053.916666664,327684416581.57916
3445,2018,9,21300,COL,139.348971807296,49883924.333333336,326753873507.4163
3511,2018,10,21392,COL,139.74869127858702,49959794.75,325823330433.25354
3570,2018,11,26120,COL,140.148410749878,50035665.166666664,324892787359.0907
3626,2018,12,32742,COL,140.548130221169,50111535.583333336,323962244284.92786
3702,2019,1,15881,COL,140.94784969246,50187406.0,323031701210.765
3761,2019,2,18197,COL,141.24461950106593,50249344.0,318624972507.5821
3826,2019,3,19950,COL,141.54138930967184,50311282.0,314218243804.3992
3886,2019,4,19477,COL,141.83815911827776,50373220.0,309811515101.21625
3946,2019,5,21507,COL,142.13492892688367,50435158.0,305404786398.0333
4013,2019,6,18875,COL,142.4316987354896,50497096.0,300998057694.8504
4069,2019,7,22487,COL,142.7284685440955,50559034.0,296591328991.6675
4128,2019,8,22864,COL,143.02523835270142,50620972.0,292184600288.4846
4190,2019,9,22283,COL,143.32200816130734,50682910.0,287777871585.3017
4253,2019,10,23396,COL,143.61877796991325,50744848.0,283371142882.1188
4314,2019,11,23567,COL,143.91554777851917,50806786.0,278964414178.93585
4375,2019,12,30137,COL,144.21231758712509,50868724.0,274557685475.75293
4441,2020,1,17732,COL,144.509087395731,50930662.0,270150956772.57
4499,2020,2,19643,COL,144.92997704607558,50979487.0,274181028172.93668
4569,2020,3,11766,COL,145.35086669642016,51028312.0,278211099573.30334
4649,2020,4,190,COL,145.77175634676476,51077137.0,282241170973.67
4689,2020,5,8370,COL,146.19264599710934,51125962.0,286271242374.0367
4751,2020,6,11249,COL,146.61353564745392,51174787.0,290301313774.4033
4814,2020,7,13695,COL,147.03442529779852,51223612.0,294331385174.77
4876,2020,8,12554,COL,147.4553149481431,51272437.0,298361456575.13666
4935,2020,9,17371,COL,147.87620459848767,51321262.0,302391527975.5033
4997,2020,10,19774,COL,148.29709424883225,51370087.0,306421599375.87
5056,2020,11,20948,COL,148.71798389917683,51418912.0,310451670776.23663
5115,2020,12,25120,COL,149.13887354952143,51467737.0,314481742176.6033
5184,2021,1,14215,COL,149.559763199866,51516562.0,318511813576.97
5238,2021,2,19532,COL,150.3619040911578,51546350.5,320604338658.9232
5301,2021,3,22669,COL,151.1640449824496,51576139.0,322696863740.87646
5363,2021,4,18868,COL,151.9661858737414,51605927.5,324789388822.8297
5428,2021,5,14575,COL,152.7683267650332,51635716.0,326881913904.78296
5484,2021,6,20261,COL,153.570467656325,51665504.5,328974438986.7362
5537,2021,7,22802,COL,154.37260854761678,51695293.0,331066964068.68945
5593,2021,8,20715,COL,155.17474943890858,51725081.5,333159489150.64276
5650,2021,9,22562,COL,155.97689033020038,51754870.0,335252014232.596
5705,2021,10,22987,COL,156.77903122149218,51784658.5,337344539314.54926
5762,2021,11,23227,COL,157.58117211278397,51814447.0,339437064396.5025
5819,2021,12,24878,COL,158.38331300407577,51844235.5,341529589478.45575
5882,2022,1,17101,COL,159.18545389536757,51874024.0,343622114560.409
5936,2022,2,18805,COL,159.49157588127824,51125848.03813646,346924621639.91156
5997,2022,3,20354,COL,159.79769786718893,50377672.07627293,350227128719.41406
6050,2022,4,20117,COL,160.1038198530996,49629496.11440939,353529635798.9166
6108,2022,5,22014,COL,160.40994183901026,48881320.15254585,356832142878.4191
6167,2022,6,22818,COL,160.71606382492095,48133144.190682314,360134649957.9217
6220,2022,7,22767,COL,161.02218581083162,47384968.228818774,363437157037.4242
6276,2022,8,23744,COL,161.32830779674228,46636792.266955234,366739664116.92676
6336,2022,9,23298,COL,161.63442978265297,45888616.3050917,370042171196.4293
6392,2022,10,21940,COL,161.94055176856364,45140440.34322816,373344678275.9318
6451,2022,11,22063,COL,162.2466737544743,44392264.38136462,376647185355.4344
6506,2022,12,21161,COL,162.552795740385,43644088.41950109,379949692434.9369
6567,2023,1,13238,COL,162.85891772629566,42895912.45763755,383252199514.43945
6622,2023,2,15193,COL,162.85891772629566,42895912.45763755,383252199514.43945
6680,2023,3,16675,COL,162.85891772629566,42895912.45763755,383252199514.43945
6735,2023,4,13345,COL,162.85891772629566,42895912.45763755,383252199514.43945
6791,2023,5,15288,COL,162.85891772629566,42895912.45763755,383252199514.43945
6849,2023,6,14061,COL,162.85891772629566,42895912.45763755,383252199514.43945
6902,2023,7,12835,COL,162.85891772629566,42895912.45763755,383252199514.43945
6955,2023,8,14396,COL,162.85891772629566,42895912.45763755,383252199514.43945
7007,2023,9,15128,COL,162.85891772629566,42895912.45763755,383252199514.43945
37,2014,1,14284,CZE,107.149256405662,10525347.0,209358834156.329
97,2014,2,13384,CZE,107.17687989010325,10527073.0,207581685514.95834
155,2014,3,17442,CZE,107.2045033745445,10528799.0,205804536873.58768
211,2014,4,18312,CZE,107.23212685898575,10530525.0,204027388232.217
272,2014,5,16128,CZE,107.259750343427,10532251.0,202250239590.84634
329,2014,6,19017,CZE,107.28737382786825,10533977.0,200473090949.47568
389,2014,7,18552,CZE,107.3149973123095,10535703.0,198695942308.105
448,2014,8,14723,CZE,107.34262079675075,10537429.0,196918793666.73434
507,2014,9,16566,CZE,107.370244281192,10539155.0,195141645025.36368
565,2014,10,18741,CZE,107.39786776563325,10540881.0,193364496383.993
625,2014,11,17449,CZE,107.4254912500745,10542607.0,191587347742.62234
682,2014,12,17898,CZE,107.45311473451575,10544333.0,189810199101.25168
744,2015,1,16536,CZE,107.480738218957,10546059.0,188033050459.881
803,2015,2,17509,CZE,107.54195783312417,10547748.416666666,188719635302.9191
865,2015,3,22582,CZE,107.60317744729133,10549437.833333334,189406220145.95718
920,2015,4,21662,CZE,107.6643970614585,10551127.25,190092804988.99527
988,2015,5,19024,CZE,107.72561667562567,10552816.666666666,190779389832.03336
1047,2015,6,22418,CZE,107.78683628979283,10554506.083333334,191465974675.07144
1107,2015,7,22365,CZE,107.84805590396,10556195.5,192152559518.1095
1168,2015,8,19226,CZE,107.90927551812717,10557884.916666666,192839144361.14758
1228,2015,9,19138,CZE,107.97049513229433,10559574.333333334,193525729204.18567
1289,2015,10,20795,CZE,108.0317147464615,10561263.75,194212314047.22375
1347,2015,11,21904,CZE,108.09293436062867,10562953.166666666,194898898890.26184
1412,2015,12,21641,CZE,108.15415397479583,10564642.583333334,195585483733.29993
1475,2016,1,18520,CZE,108.215373588963,10566332.0,196272068576.338
1533,2016,2,20458,CZE,108.43636146449309,10568674.166666666,198135141274.28278
1594,2016,3,24227,CZE,108.65734934002317,10571016.333333334,199998213972.2275
1652,2016,4,24385,CZE,108.87833721555324,10573358.5,201861286670.17224
1714,2016,5,25816,CZE,109.09932509108333,10575700.666666666,203724359368.117
1775,2016,6,27312,CZE,109.32031296661341,10578042.833333334,205587432066.06177
1839,2016,7,19962,CZE,109.5413008421435,10580385.0,207450504764.0065
1897,2016,8,22855,CZE,109.76228871767358,10582727.166666666,209313577461.95123
1960,2016,9,21447,CZE,109.98327659320367,10585069.333333334,211176650159.896
2020,2016,10,23483,CZE,110.20426446873375,10587411.5,213039722857.84076
2079,2016,11,24596,CZE,110.42525234426382,10589753.666666666,214902795555.7855
2142,2016,12,23483,CZE,110.64624021979391,10592095.833333334,216765868253.73022
2204,2017,1,22042,CZE,110.867228095324,10594438.0,218628940951.675
2264,2017,2,21564,CZE,111.06581855103683,10597395.5,221159907599.80032
2327,2017,3,28189,CZE,111.26440900674966,10600353.0,223690874247.92566
2389,2017,4,23744,CZE,111.46299946246249,10603310.5,226221840896.051
2452,2017,5,28428,CZE,111.66158991817532,10606268.0,228752807544.17633
2517,2017,6,28089,CZE,111.86018037388816,10609225.5,231283774192.30167
2580,2017,7,20695,CZE,112.058770829601,10612183.0,233814740840.427
2641,2017,8,22809,CZE,112.25736128531383,10615140.5,236345707488.5523
2701,2017,9,21643,CZE,112.45595174102667,10618098.0,238876674136.67764
2764,2017,10,24627,CZE,112.6545421967395,10621055.5,241407640784.80298
2825,2017,11,24399,CZE,112.85313265245233,10624013.0,243938607432.9283
2889,2017,12,21766,CZE,113.05172310816516,10626970.5,246469574081.05365
2953,2018,1,24417,CZE,113.250313563878,10629928.0,249000540729.179
3014,2018,2,21290,CZE,113.51908260168483,10633423.166666666,249296177332.1555
3075,2018,3,25930,CZE,113.78785163949166,10636918.333333334,249591813935.132
3136,2018,4,25593,CZE,114.0566206772985,10640413.5,249887450538.1085
3198,2018,5,27117,CZE,114.32538971510533,10643908.666666666,250183087141.085
3260,2018,6,27274,CZE,114.59415875291216,10647403.833333334,250478723744.0615
3324,2018,7,22620,CZE,114.862927790719,10650899.0,250774360347.038
3381,2018,8,29084,CZE,115.13169682852583,10654394.166666666,251069996950.0145
3451,2018,9,16022,CZE,115.40046586633267,10657889.333333334,251365633552.991
3510,2018,10,21418,CZE,115.6692349041395,10661384.5,251661270155.9675
3573,2018,11,21205,CZE,115.93800394194633,10664879.666666666,251956906758.944
3639,2018,12,15974,CZE,116.20677297975317,10668374.833333334,252252543361.9205
3698,2019,1,20755,CZE,116.47554201756,10671870.0,252548179964.897
3760,2019,2,20183,CZE,116.78238666905608,10674035.666666666,252000378188.9925
3822,2019,3,22947,CZE,117.08923132055217,10676201.333333334,251452576413.088
3880,2019,4,24129,CZE,117.39607597204825,10678367.0,250904774637.1835
3943,2019,5,25454,CZE,117.70292062354433,10680532.666666666,250356972861.279
4006,2019,6,23208,CZE,118.00976527504042,10682698.333333334,249809171085.3745
4068,2019,7,23010,CZE,118.3166099265365,10684864.0,249261369309.47
4126,2019,8,26821,CZE,118.62345457803258,10687029.666666666,248713567533.5655
4197,2019,9,17218,CZE,118.93029922952867,10689195.333333334,248165765757.661
4254,2019,10,21340,CZE,119.23714388102475,10691361.0,247617963981.7565
4316,2019,11,21414,CZE,119.54398853252083,10693526.666666666,247070162205.852
4378,2019,12,21782,CZE,119.85083318401692,10695692.333333334,246522360429.9475
4440,2020,1,18121,CZE,120.157677835513,10697858.0,245974558654.043
4505,2020,2,15768,CZE,120.54216687570892,10681850.833333334,248959280308.46442
4567,2020,3,13428,CZE,120.92665591590483,10665843.666666666,251944001962.88583
4615,2020,4,10166,CZE,121.31114495610075,10649836.5,254928723617.30725
4682,2020,5,12630,CZE,121.69563399629666,10633829.333333334,257913445271.72867
4745,2020,6,19557,CZE,122.08012303649258,10617822.166666666,260898166926.1501
4811,2020,7,18000,CZE,122.4646120766885,10601815.0,263882888580.57147
4873,2020,8,15034,CZE,122.84910111688441,10585807.833333334,266867610234.99292
4938,2020,9,15824,CZE,123.23359015708033,10569800.666666666,269852331889.4143
4998,2020,10,16066,CZE,123.61807919727624,10553793.5,272837053543.83572
5060,2020,11,16614,CZE,124.00256823747216,10537786.333333334,275821775198.25714
5122,2020,12,19178,CZE,124.38705727766808,10521779.166666666,278806496852.6786
5183,2021,1,15560,CZE,124.771546317864,10505772.0,281791218507.1
5243,2021,2,15475,CZE,127.79342741390917,10519634.166666666,282519246183.77673
5304,2021,3,21032,CZE,130.81530850995432,10533496.333333334,283247273860.4535
